#,Name,Class,Position,Height,Hometown,High School,team_id,conference_short,conference_name,team_name,division,team_short
11,Jaelyn Hodge,Sr.,OH,6-0,"Queen Creek, AZ",Basha High School,29,Big 12,Big 12 Conference,University of Arizona,D-I,Arizona
25,Kiari Robey,Sr.,MB,6-2,"Atlanta, GA",Hillgrove High School,29,Big 12,Big 12 Conference,University of Arizona,D-I,Arizona
32,Alayna Johnson,Sr.,MB,6-3,"Worthington, OH",Thomas Worthington High School,29,Big 12,Big 12 Conference,University of Arizona,D-I,Arizona
14,Ava Tortorello,Sr.,DS,5-8,"Chicago Heights, IL",Latin School of Chicago,29,Big 12,Big 12 Conference,University of Arizona,D-I,Arizona
8,Haven Wray,Sr.,L/DS,5-6,"Peoria, AZ",Sunrise Mountain High School,29,Big 12,Big 12 Conference,University of Arizona,D-I,Arizona
19,Amanda DeWitt,Sr.,OPP,6-1,"Jupiter, FL",Jupiter Community High School,29,Big 12,Big 12 Conference,University of Arizona,D-I,Arizona
7,Ana Heath,Jr.,S,5-10,"Murphy, TX",Wylie High School,29,Big 12,Big 12 Conference,University of Arizona,D-I,Arizona
5,Jordan Wilson,Jr.,OH,6-0,"Phoenix, AZ",Hamilton High School,29,Big 12,Big 12 Conference,University of Arizona,D-I,Arizona
22,Journey Tucker,So.,MB,6-3,"Buckeye, AZ",Verrado High School,29,Big 12,Big 12 Conference,University of Arizona,D-I,Arizona
1,Sydnie Vanek,So.,OH,6-0,"Clovis, CA",Clovis High School,29,Big 12,Big 12 Conference,University of Arizona,D-I,Arizona
15,Giorgia Mandotti,So.,L/DS,5-7,"Milan, Italy",Liceo Virgilio Milano,29,Big 12,Big 12 Conference,University of Arizona,D-I,Arizona
13,Adrianna Bridges,Fr.,MB,6-4,"Fort Lauderdale, FL",Westminster Academy,29,Big 12,Big 12 Conference,University of Arizona,D-I,Arizona
12,Carlie Cisneros,Fr.,OH,6-0,"Kansas City, MO",Liberty North High School,29,Big 12,Big 12 Conference,University of Arizona,D-I,Arizona
23,An den Hamer,Fr.,OPP,6-1,"Apeldoorn, Netherlands",Veluws College Walterbosch,29,Big 12,Big 12 Conference,University of Arizona,D-I,Arizona
3,Brenna Ginder,Fr.,L/DS,5-5,"Fort Wayne, IN",Carroll High School,29,Big 12,Big 12 Conference,University of Arizona,D-I,Arizona
6,Avery Scoggins,Fr.,S,6-0,"New Bern, NC",Middle Creek High School,29,Big 12,Big 12 Conference,University of Arizona,D-I,Arizona
2,Sarah Martinez,Sr.,L/DS,5-4,"Flower Mound, TX",Flower Mound HS / Houston,30,SBC,Sun Belt Conference,Arkansas State University,D-I,Arkansas St.
10,Grace Wiley,Sr.,RS,6-2,"The Woodlands, TX",Fort Bend Christian,30,SBC,Sun Belt Conference,Arkansas State University,D-I,Arkansas St.
1,Abby Harris,Jr.,RS,6-1,"Rogers, AR",Rogers HS,30,SBC,Sun Belt Conference,Arkansas State University,D-I,Arkansas St.
6,Yazmyn Billings,Jr.,MB,6-2,"Atlanta, GA",Kipp Atlanta Collegiate HS,30,SBC,Sun Belt Conference,Arkansas State University,D-I,Arkansas St.
9,Maddie Wiersema,Jr.,RS,6-0,"Fremont, MI",Western Michigan Christian,30,SBC,Sun Belt Conference,Arkansas State University,D-I,Arkansas St.
14,Kyla Wiersema,So.,MB,6-0,"Fremont, MI",Western Michigan Christian,30,SBC,Sun Belt Conference,Arkansas State University,D-I,Arkansas St.
4,Daedrianna Cail,Jr.,MB,5-11,"Marion, AR",Marion HS,30,SBC,Sun Belt Conference,Arkansas State University,D-I,Arkansas St.
3,Libby Gee-Weiler,So.,L/DS,5-6,"McCordsville, IN",Mt. Vernon HS,30,SBC,Sun Belt Conference,Arkansas State University,D-I,Arkansas St.
7,Kaitlin Whitlock,So.,OH,5-8,"San Antonio, TX",Clark HS,30,SBC,Sun Belt Conference,Arkansas State University,D-I,Arkansas St.
8,Erin Madigan,So.,S,6-1,"Macomb, MI",Dakota HS,30,SBC,Sun Belt Conference,Arkansas State University,D-I,Arkansas St.
12,Bailey Hall,So.,OH,5-10,"Memphis, TN",Arlington HS,30,SBC,Sun Belt Conference,Arkansas State University,D-I,Arkansas St.
16,Reese Watters,Fr.,RS,6-0,"Greenbrier, AR",Greenbrier HS,30,SBC,Sun Belt Conference,Arkansas State University,D-I,Arkansas St.
21,Valeria Ortiz,So.,S,5-8,"Laredo, TX",John B. Alexander HS,30,SBC,Sun Belt Conference,Arkansas State University,D-I,Arkansas St.
11,Mia Maloney,So.,L/DS,5-8,"Louisville, KY",Holy Cross HS,30,SBC,Sun Belt Conference,Arkansas State University,D-I,Arkansas St.
13,Haley Glunz,So.,MB,6-1,"Aurora, CO",Grandview HS,30,SBC,Sun Belt Conference,Arkansas State University,D-I,Arkansas St.
15,Addison Collum,Fr.,RS,6-0,"Buena Park, CA",John F. Kennedy HS,30,SBC,Sun Belt Conference,Arkansas State University,D-I,Arkansas St.
20,Taylor Motes,Fr.,OH,6-1,"Bixby, OK",Victory Christian School,30,SBC,Sun Belt Conference,Arkansas State University,D-I,Arkansas St.
22,Devyn Lewis,So.,OH,6-1,"Alvin, TX",Manvel HS,30,SBC,Sun Belt Conference,Arkansas State University,D-I,Arkansas St.
18,Hannah Hogue,Sr.,S,5-8,"Fort Smith, AR",Fort Smith,31,SEC,Southeastern Conference,"University of Arkansas, Fayetteville",D-I,Arkansas
3,Sania Petties,Sr.,MB,6-1,"Houston, TX",,31,SEC,Southeastern Conference,"University of Arkansas, Fayetteville",D-I,Arkansas
14,Rosana Hicks,Sr.,OH,6-1,"Fayetteville, AR",Fayetteville,31,SEC,Southeastern Conference,"University of Arkansas, Fayetteville",D-I,Arkansas
2,Jada Lawson,Sr.,OH,5-7,"North Little Rock, AR",North Little Rock,31,SEC,Southeastern Conference,"University of Arkansas, Fayetteville",D-I,Arkansas
15,Courtney Jackson,Sr.,L,5-8,"Olathe, KS",Olathe Northwest,31,SEC,Southeastern Conference,"University of Arkansas, Fayetteville",D-I,Arkansas
44,Zoi Evans,Sr.,MB,6-4,"Tampa, FL",Wiregrass,31,SEC,Southeastern Conference,"University of Arkansas, Fayetteville",D-I,Arkansas
17,Skylar Ellison,So.,MB,6-1,"Aledo, TX",Aledo,31,SEC,Southeastern Conference,"University of Arkansas, Fayetteville",D-I,Arkansas
1,Avery Calame,So.,OH,5-11,"Mckinney, TX",McKinney-Boyd,31,SEC,Southeastern Conference,"University of Arkansas, Fayetteville",D-I,Arkansas
5,Kylie Weeks,So.,L,5-6,"Elkhorn, NE",Elkhorn South,31,SEC,Southeastern Conference,"University of Arkansas, Fayetteville",D-I,Arkansas
30,Romani Thurman,So.,OPP,5-10,"Little Rock, AR",,31,SEC,Southeastern Conference,"University of Arkansas, Fayetteville",D-I,Arkansas
4,Lily Dudley,Fr.,OH,5-11,"Columbia, MO",Rock Bridge,31,SEC,Southeastern Conference,"University of Arkansas, Fayetteville",D-I,Arkansas
9,Aniya Madkin,Fr.,OH,6-2,"Clinton, MS",Clinton,31,SEC,Southeastern Conference,"University of Arkansas, Fayetteville",D-I,Arkansas
8,Lo Jones,Fr.,S,5-9,"Carl Junction, MO",Carl Junction,31,SEC,Southeastern Conference,"University of Arkansas, Fayetteville",D-I,Arkansas
19,Olivia Ruy,Fr.,OH,6-2,"Salt Lake City, UT",Woods Cross,31,SEC,Southeastern Conference,"University of Arkansas, Fayetteville",D-I,Arkansas
22,Ava Roth,Fr.,L,5-6,"Festus, MO",Jefferson,31,SEC,Southeastern Conference,"University of Arkansas, Fayetteville",D-I,Arkansas
0,Lauryn Lambert,Fr.,OH,5-9,"Murphy, TX",Plano East,31,SEC,Southeastern Conference,"University of Arkansas, Fayetteville",D-I,Arkansas
23,Aleki Alexander,Fr.,MB,6-2,"Blue Springs, MO",Blue Springs,31,SEC,Southeastern Conference,"University of Arkansas, Fayetteville",D-I,Arkansas
7,Kayla Robertson,Fr.,OH,6-1,"Lake St Louis, MO",Timberland,31,SEC,Southeastern Conference,"University of Arkansas, Fayetteville",D-I,Arkansas
15,Jeila Fullerton,Sr.,OH,5-9,"Kissimmee, FL",Tohopekaliga,32,OVC,Ohio Valley Conference,University of Arkansas at Little Rock,D-I,Little Rock
5,Jaycee Kennedy,Jr.,MB,6-0,"Texarkana, TX",Texas High,32,OVC,Ohio Valley Conference,University of Arkansas at Little Rock,D-I,Little Rock
7,Rylee McClintock,Jr.,L/DS,5-8,"Cape Girardeau, MO",Notre Dame Regional,32,OVC,Ohio Valley Conference,University of Arkansas at Little Rock,D-I,Little Rock
9,Kaila Harris,Jr.,OH,5-11,"Dallas, TX",John Horn,32,OVC,Ohio Valley Conference,University of Arkansas at Little Rock,D-I,Little Rock
12,Sophia Garrido,Jr.,RS,5-10,"San Juan, Puerto Rico",Cabot (Ark.),32,OVC,Ohio Valley Conference,University of Arkansas at Little Rock,D-I,Little Rock
18,Mihaly Carmona,So.,DS,5-8,"San Juan, Puerto Rico",Cabot (Ark.),32,OVC,Ohio Valley Conference,University of Arkansas at Little Rock,D-I,Little Rock
2,Andrea Roman,So.,DS,5-4,"Humacao, Puerto Rico",Saint Francis School,32,OVC,Ohio Valley Conference,University of Arkansas at Little Rock,D-I,Little Rock
3,Dariana Valencia,So.,S,5-6,"Arecibo, Puerto Rico",Colegio Evangelico Correa,32,OVC,Ohio Valley Conference,University of Arkansas at Little Rock,D-I,Little Rock
8,Bella Cherry,So.,OH,6-0,"Texarkana, TX",Texas High,32,OVC,Ohio Valley Conference,University of Arkansas at Little Rock,D-I,Little Rock
11,Kaylee Smith,So.,S,5-7,"Little Rock, AR",Mount Saint Mary,32,OVC,Ohio Valley Conference,University of Arkansas at Little Rock,D-I,Little Rock
17,Lauren Foreman,Fr.,RS,6-0,"Hot Springs, AR",Lakeside,32,OVC,Ohio Valley Conference,University of Arkansas at Little Rock,D-I,Little Rock
10,Polianna Hernandez,Jr.,OH,5-11,"Sao Paulo, Brazil",Sao Paulo,32,OVC,Ohio Valley Conference,University of Arkansas at Little Rock,D-I,Little Rock
4,Crismeyli Rodriguez,Jr.,OH,6-2,"Santo Domingo, Dominican Republic",Santo Domingo,32,OVC,Ohio Valley Conference,University of Arkansas at Little Rock,D-I,Little Rock
6,A'lanae Margaritha,Jr.,MB,6-1,"Santo Domingo, Dominican Republic",Ergos Billingual School,32,OVC,Ohio Valley Conference,University of Arkansas at Little Rock,D-I,Little Rock
13,Vivian Lucumi,So.,MB,6-2,"Medellín, Colombia",Fray Julio Tobon,32,OVC,Ohio Valley Conference,University of Arkansas at Little Rock,D-I,Little Rock
5,Bella Bell,Sr.,RS,6-4,"Blythewood, SC",Blythewood,37,SEC,Southeastern Conference,Auburn University,D-I,Auburn
14,Chelsey McCurdy,Sr.,MB,6-3,"Puyallup, WA",Gov. John R. Rogers,37,SEC,Southeastern Conference,Auburn University,D-I,Auburn
4,Fallan Lanham,Sr.,L/DS,5-8,"Louisville, KY",Mercy Academy,37,SEC,Southeastern Conference,Auburn University,D-I,Auburn
7,Peyton Dunn,Sr.,S,5-11,"Decatur, TX",Legend,37,SEC,Southeastern Conference,Auburn University,D-I,Auburn
15,Alexis Dacosta,Jr.,L/DS,5-11,"Katy, TX",Fulshear,37,SEC,Southeastern Conference,Auburn University,D-I,Auburn
1,Madison Scheer,Jr.,OH,6-1,"Eureka, MO",Eureka,37,SEC,Southeastern Conference,Auburn University,D-I,Auburn
9,Zoe Slaughter,Jr.,L/DS,5-7,"Honolulu, HI",Moanalua,37,SEC,Southeastern Conference,Auburn University,D-I,Auburn
12,Bel Zimmerman,Jr.,OH,6-2,"Liberty, MO",Liberty North,37,SEC,Southeastern Conference,Auburn University,D-I,Auburn
22,Sydney Handel,Jr.,L/DS,6-0,"Lee's Summit, MO",Lee's Summit West,37,SEC,Southeastern Conference,Auburn University,D-I,Auburn
13,Paige Thibault,Sr.,L/DS,5-6,"Watertown, MN",Watertown-Mayer,37,SEC,Southeastern Conference,Auburn University,D-I,Auburn
19,Jasmine Okeoma,So.,MB,6-3,"Woodbridge, VA",Forest Park,37,SEC,Southeastern Conference,Auburn University,D-I,Auburn
25,Lakin Laurendine,So.,OH,6-1,"Jackson, MO",Jackson Academy,37,SEC,Southeastern Conference,Auburn University,D-I,Auburn
2,Lauren Dreves,Fr.,OH,6-2,"Vancouver, WA",Columbia River,37,SEC,Southeastern Conference,Auburn University,D-I,Auburn
10,Emma Moore,Fr.,MB,6-3,"Mobile, AL",Mcgill-Toolen,37,SEC,Southeastern Conference,Auburn University,D-I,Auburn
17,Grace Havlicek,Fr.,MB,6-3,"Palm Bch Gdns, FL",The Benjamin School,37,SEC,Southeastern Conference,Auburn University,D-I,Auburn
21,Bella Humphrey,Fr.,L/DS,5-9,"Lafayette, IN",McCutcheon,37,SEC,Southeastern Conference,Auburn University,D-I,Auburn
6,Kalei Edson,Fr.,S,5-10,"Centralia, IL",Centralia,37,SEC,Southeastern Conference,Auburn University,D-I,Auburn
21,Abby Thigpen,Jr.,OH,5-10,"Arlington, TX",Martin,43,ASUN,Atlantic Sun Conference,Austin Peay State University,D-I,Austin Peay
23,Sarah Carnathan,Jr.,OH,6-0,"Flora, MO",Jackson Academy,43,ASUN,Atlantic Sun Conference,Austin Peay State University,D-I,Austin Peay
4,Payton Deidesheimer,Jr.,MB,5-11,"West Chester, OH",Bishop Fenwick,43,ASUN,Atlantic Sun Conference,Austin Peay State University,D-I,Austin Peay
22,Emma Loiars,Jr.,DS,5-7,"Bowling Green, KY",Greenwood,43,ASUN,Atlantic Sun Conference,Austin Peay State University,D-I,Austin Peay
10,Kalliann Cook,So.,DS,5-3,"Birch Run, MI",Birch Run,43,ASUN,Atlantic Sun Conference,Austin Peay State University,D-I,Austin Peay
1,Maggie Duyos,So.,S,5-4,"Lake in the Hills, IL",Huntley,43,ASUN,Atlantic Sun Conference,Austin Peay State University,D-I,Austin Peay
12,Anna Rita,So.,MB,6-0,"Riga, Latvia",Riga State Gymnasium No. 1,43,ASUN,Atlantic Sun Conference,Austin Peay State University,D-I,Austin Peay
2,Luci Lippelgoos,Fr.,MB,6-0,"Winter Haven, FL",McKeel Academy of Technology,43,ASUN,Atlantic Sun Conference,Austin Peay State University,D-I,Austin Peay
3,Tayler Baron,Fr.,L,5-7,"Lascassas, TN",Oakland,43,ASUN,Atlantic Sun Conference,Austin Peay State University,D-I,Austin Peay
5,Gabriella MacKenzie,Sr.,OH,5-11,"Burlington, WA",Burlington-Edison,43,ASUN,Atlantic Sun Conference,Austin Peay State University,D-I,Austin Peay
6,Aubrey Stitcher,Fr.,OH,5-10,"Noblesville, IN",Noblesville,43,ASUN,Atlantic Sun Conference,Austin Peay State University,D-I,Austin Peay
19,Kayleigh Ryan,Fr.,S,5-3,"Memphis, TN",St. Agnes Academy,43,ASUN,Atlantic Sun Conference,Austin Peay State University,D-I,Austin Peay
24,Chloe Sutake,Fr.,MB,5-8,"Carmel, IN",Westfield,43,ASUN,Atlantic Sun Conference,Austin Peay State University,D-I,Austin Peay
26,Dani Kopacz,Fr.,OH,6-0,"Pewaukee, WI",Pewaukee,43,ASUN,Atlantic Sun Conference,Austin Peay State University,D-I,Austin Peay
2,Aayinde Smith,Sr.,MB,5-11,"Garland, TX",Cherry Hill East,47,MAC,Mid-American Conference,Ball State University,D-I,Ball St.
15,Megan Wielonski,Sr.,S,5-10,"Mason, OH",Mount Notre Dame,47,MAC,Mid-American Conference,Ball State University,D-I,Ball St.
16,Kendall Seimet,Sr.,DS,5-6,"Oregon, OH",Clay,47,MAC,Mid-American Conference,Ball State University,D-I,Ball St.
7,Josie Bloom,Jr.,L/DS,5-6,"Clarkston, MI",Notre Dame Prep,47,MAC,Mid-American Conference,Ball State University,D-I,Ball St.
4,Paige Busick,Jr.,L/DS,5-3,"Decatur, IN",Bellmont,47,MAC,Mid-American Conference,Ball State University,D-I,Ball St.
14,Aniya Kennedy,So.,MB,6-0,"La Porte, IN",La Porte,47,MAC,Mid-American Conference,Ball State University,D-I,Ball St.
21,Madison Buckley,Jr.,OPP,6-2,"Montgomery, IL",Kaneland,47,MAC,Mid-American Conference,Ball State University,D-I,Ball St.
9,Katie Egenolf,Jr.,OH,6-1,"Greenwood, IN",Center Grove,47,MAC,Mid-American Conference,Ball State University,D-I,Ball St.
13,Gwen Crull,So.,MB,6-2,"Madison, WI",McFarland,47,MAC,Mid-American Conference,Ball State University,D-I,Ball St.
10,Kendall Barnes,So.,OH,6-1,"Bartlett, TN",Briarcrest Christian School,47,MAC,Mid-American Conference,Ball State University,D-I,Ball St.
6,Reese Baker,So.,L/DS,5-5,"Selma, IN",Wapahani,47,MAC,Mid-American Conference,Ball State University,D-I,Ball St.
17,Camryn Wise,So.,MB,5-11,"Parker City, IN",Wapahani,47,MAC,Mid-American Conference,Ball State University,D-I,Ball St.
8,Lindsey Green,So.,S,5-10,"Loveland, OH",Ursuline Academy,47,MAC,Mid-American Conference,Ball State University,D-I,Ball St.
3,Elizabeth Tabeling,Fr.,DS,5-6,"Edgewood, KY",St. Henry,47,MAC,Mid-American Conference,Ball State University,D-I,Ball St.
12,Sophie Ledbetter,Fr.,DS,5-8,"Fishers, IN",Hamilton Southeastern,47,MAC,Mid-American Conference,Ball State University,D-I,Ball St.
18,Riley Whitlock,Fr.,OH,6-0,"Lafayette, IN",William Henry Harrison,47,MAC,Mid-American Conference,Ball State University,D-I,Ball St.
20,Carson Tyler,Fr.,OH,5-10,"Pavilion, NY",St. Mary's,47,MAC,Mid-American Conference,Ball State University,D-I,Ball St.
16,Emmy Rollins,Sr.,OH,6-1,"Florence, SC",West Florence HS,48,BSC,Big South Conference,Charleston Southern University,D-I,Charleston So.
17,Penelope Vertin,Jr.,MH,6-6,"Maple Grove, MN",Wayzata HS,48,BSC,Big South Conference,Charleston Southern University,D-I,Charleston So.
2,Julia Fledderjohn,Jr.,DS,5-9,"Commerce Township, MI",Lakeland HS,48,BSC,Big South Conference,Charleston Southern University,D-I,Charleston So.
3,Skylar Yates,Jr.,OH,5-7,"Hedgesville, WV",Hedgesville HS,48,BSC,Big South Conference,Charleston Southern University,D-I,Charleston So.
6,Emily Struckmeyer,Jr.,MB,5-11,"Lowell, MI",Lowell Senior HS,48,BSC,Big South Conference,Charleston Southern University,D-I,Charleston So.
7,Sophia Kluska,Jr.,OH,5-11,"Olney, MD",Sherwood HS,48,BSC,Big South Conference,Charleston Southern University,D-I,Charleston So.
9,Savannah Freeman,Sr.,OH,5-10,"Pauline, SC",Dorman HS,48,BSC,Big South Conference,Charleston Southern University,D-I,Charleston So.
11,Ilaria Durante,Jr.,S,5-10,"Minturno, Italy",Liceo Scientifico Guglielmo Marconi,48,BSC,Big South Conference,Charleston Southern University,D-I,Charleston So.
10,Brenna Rowland,So.,MB,6-2,"Scottsdale, AZ",Chaparral HS,48,BSC,Big South Conference,Charleston Southern University,D-I,Charleston So.
14,Faith Burch,So.,RS,5-10,"Indianapolis, IN",Roncalli HS,48,BSC,Big South Conference,Charleston Southern University,D-I,Charleston So.
4,Presley Morris,So.,L/DS,5-3,"Little Rock, AR",Baptist Prep HS,48,BSC,Big South Conference,Charleston Southern University,D-I,Charleston So.
1,Luana Carvalho,So.,OH,6-0,"Lisbon, Portugal",Officinas de S. Jose HS,48,BSC,Big South Conference,Charleston Southern University,D-I,Charleston So.
5,Tristin Sutton,Fr.,S,5-10,"Ooltewah, TN",East Hamilton HS,48,BSC,Big South Conference,Charleston Southern University,D-I,Charleston So.
8,Naya Martinez,Fr.,DS,5-5,"Honolulu, HI",Maryknoll HS,48,BSC,Big South Conference,Charleston Southern University,D-I,Charleston So.
18,Dillia Lowry,Fr.,MB,6-0,"Chattanooga, TN",Signal Mountain HS,48,BSC,Big South Conference,Charleston Southern University,D-I,Charleston So.
13,Penelope Van Eman,Fr.,DS,5-8,"Okeechobee, FL",Okeechobee HS,48,BSC,Big South Conference,Charleston Southern University,D-I,Charleston So.
15,Kylee Roberts,Fr.,MB,6-1,"Tampa, FL",Plant HS,48,BSC,Big South Conference,Charleston Southern University,D-I,Charleston So.
21,Meredith Mcenulty,Fr.,S,5-10,"Lexington, SC",Gilbert HS,48,BSC,Big South Conference,Charleston Southern University,D-I,Charleston So.
13,Jackie Barrett Frazier,Sr.,S,6-2,"Highland, CA",Citrus Valley,51,Big 12,Big 12 Conference,Baylor University,D-I,Baylor
17,Jennifer Bolden,Sr.,OH,6-0,"Los Angeles, CA",Notre Dame,51,Big 12,Big 12 Conference,Baylor University,D-I,Baylor
2,Lauren Briseno,Sr.,L/DS,5-7,"San Antonio, TX",Cornerstone Christian,51,Big 12,Big 12 Conference,Baylor University,D-I,Baylor
6,Faith Lynch,Sr.,DS,5-7,"Magnolia, TX",Magnolia,51,Big 12,Big 12 Conference,Baylor University,D-I,Baylor
18,Alicia Andrew,Jr.,MB,6-3,"Ridgefield, WA",Ridgefield,51,Big 12,Big 12 Conference,Baylor University,D-I,Baylor
21,Elise McGhee,Sr.,OPP,6-4,"San Antonio, TX",Clark,51,Big 12,Big 12 Conference,Baylor University,D-I,Baylor
9,Ava Grace Haggard,Sr.,MB,6-1,"Prosper, TX",McKinney Christian Academy,51,Big 12,Big 12 Conference,Baylor University,D-I,Baylor
8,Bri Denney,Jr.,S,5-11,"San Marcos, CA",Sante Fe Christian,51,Big 12,Big 12 Conference,Baylor University,D-I,Baylor
10,Sophia Keene,Jr.,OH,6-2,"The Woodlands, TX",Concordia Lutheran,51,Big 12,Big 12 Conference,Baylor University,D-I,Baylor
4,Allie Sczech,Jr.,OPP,6-4,"Sugar Land, TX",George Ranch,51,Big 12,Big 12 Conference,Baylor University,D-I,Baylor
12,Brielle Warren,So.,OH,6-1,"College Station, TX",Fulshear,51,Big 12,Big 12 Conference,Baylor University,D-I,Baylor
11,Kendal Murphy,So.,OH,6-3,"Scottsdale, AZ",Horizon,51,Big 12,Big 12 Conference,Baylor University,D-I,Baylor
26,Tehani Ulufatu,So.,L/DS,5-5,"San Francisco, CA",Marin Catholic,51,Big 12,Big 12 Conference,Baylor University,D-I,Baylor
1,Harley Kreck,Fr.,S,6-0,"Emory, TX",Rains,51,Big 12,Big 12 Conference,Baylor University,D-I,Baylor
7,Victoria Davis,So.,MB,6-2,"Santa Clarita, CA",West Ranch,51,Big 12,Big 12 Conference,Baylor University,D-I,Baylor
20,Manuela Bibinbe,Sr.,MB,6-3,"Yaoundé, Cameroon",,51,Big 12,Big 12 Conference,Baylor University,D-I,Baylor
3,Taylor Crain,Fr.,L/DS,5-6,"Pearland, TX",Lutheran South Academy,51,Big 12,Big 12 Conference,Baylor University,D-I,Baylor
16,Grace Carroll,Fr.,OPP,6-5,"San Antonio, TX",Cornerstone Christian,51,Big 12,Big 12 Conference,Baylor University,D-I,Baylor
19,Emelyn Stettin,Fr.,S,6-0,"Elmhurst, IL",York,51,Big 12,Big 12 Conference,Baylor University,D-I,Baylor
21,Addison Foote,Sr.,OH,6-0,"Prospect, KY",North Oldham HS,52,ASUN,Atlantic Sun Conference,Bellarmine University,D-I,Bellarmine
22,Mara Perry,Sr.,L/DS,5-8,"Muncie, IN","Indiana Academy for Science, Mathematics, and Humanities",52,ASUN,Atlantic Sun Conference,Bellarmine University,D-I,Bellarmine
8,Jayda Harris,Sr.,MB,6-3,"Benton, KY",McCracken County,52,ASUN,Atlantic Sun Conference,Bellarmine University,D-I,Bellarmine
6,Anna Purichia,Jr.,OH,5-10,"New Albany, IN",Providence,52,ASUN,Atlantic Sun Conference,Bellarmine University,D-I,Bellarmine
18,Ashley Nordmann,Sr.,MH,6-0,"DeWitt, MI",Lansing Christian High School,52,ASUN,Atlantic Sun Conference,Bellarmine University,D-I,Bellarmine
5,Addie Poehner,Jr.,L/DS,5-4,"Louisville, KY",Mercy Academy,52,ASUN,Atlantic Sun Conference,Bellarmine University,D-I,Bellarmine
3,Erika Smith,So.,MB,5-11,"Connersville, IN",Connersville High School,52,ASUN,Atlantic Sun Conference,Bellarmine University,D-I,Bellarmine
12,Kylie VanHoy,Jr.,OPP,5-10,"Loogootee, IN",Loogootee,52,ASUN,Atlantic Sun Conference,Bellarmine University,D-I,Bellarmine
