#,Name,Class,Position,Height,Hometown,High School,team_id,team_name,conference_name,school_url,school_athletic_url,state,division,year,team_short,conference_short
5,Ryan Thenell,Sr.,OH,6-1,,,21852,Stevenson University,Middle Atlantic Conferences,www.stevenson.edu,www.gomustangsports.com,MD,D-III,2024-25,Stevenson,Middle Atlantic
14,Kyle Dietrich,Sr.,L,6-0,,,21852,Stevenson University,Middle Atlantic Conferences,www.stevenson.edu,www.gomustangsports.com,MD,D-III,2024-25,Stevenson,Middle Atlantic
6,Tanner Laukhuff,So.,OH,6-0,,,21852,Stevenson University,Middle Atlantic Conferences,www.stevenson.edu,www.gomustangsports.com,MD,D-III,2024-25,Stevenson,Middle Atlantic
13,Anthony Pezzino,So.,OH,6-2,,,21852,Stevenson University,Middle Atlantic Conferences,www.stevenson.edu,www.gomustangsports.com,MD,D-III,2024-25,Stevenson,Middle Atlantic
15,Adam Sawyers,So.,MB,6-4,,,21852,Stevenson University,Middle Atlantic Conferences,www.stevenson.edu,www.gomustangsports.com,MD,D-III,2024-25,Stevenson,Middle Atlantic
11,Adam DeRubertis,So.,OH,6-0,,,21852,Stevenson University,Middle Atlantic Conferences,www.stevenson.edu,www.gomustangsports.com,MD,D-III,2024-25,Stevenson,Middle Atlantic
16,Connor McGee,Fr.,,-,,,21852,Stevenson University,Middle Atlantic Conferences,www.stevenson.edu,www.gomustangsports.com,MD,D-III,2024-25,Stevenson,Middle Atlantic
10,Kyle Singh-Gajadar,So.,,-,,,524,State University of New York at Old Westbury,Skyline Conference,www.oldwestbury.edu,www.oldwestburypanthers.com,NY,D-III,2024-25,Old Westbury,Skyline
17,Avery Tolliver,So.,,-,,,524,State University of New York at Old Westbury,Skyline Conference,www.oldwestbury.edu,www.oldwestburypanthers.com,NY,D-III,2024-25,Old Westbury,Skyline
2,Ashel Santos,Jr.,,-,,,524,State University of New York at Old Westbury,Skyline Conference,www.oldwestbury.edu,www.oldwestburypanthers.com,NY,D-III,2024-25,Old Westbury,Skyline
12,Benjamin Durisile,Jr.,,-,,,524,State University of New York at Old Westbury,Skyline Conference,www.oldwestbury.edu,www.oldwestburypanthers.com,NY,D-III,2024-25,Old Westbury,Skyline
19,Konstandinos Anagnostou,Jr.,,-,,,524,State University of New York at Old Westbury,Skyline Conference,www.oldwestbury.edu,www.oldwestburypanthers.com,NY,D-III,2024-25,Old Westbury,Skyline
5,Donavan Johnson,So.,OH,-,,,524,State University of New York at Old Westbury,Skyline Conference,www.oldwestbury.edu,www.oldwestburypanthers.com,NY,D-III,2024-25,Old Westbury,Skyline
4,Jose Lorenzo Santos,Sr.,,-,,,524,State University of New York at Old Westbury,Skyline Conference,www.oldwestbury.edu,www.oldwestburypanthers.com,NY,D-III,2024-25,Old Westbury,Skyline
7,Ashwin Anthony,So.,,-,,,524,State University of New York at Old Westbury,Skyline Conference,www.oldwestbury.edu,www.oldwestburypanthers.com,NY,D-III,2024-25,Old Westbury,Skyline
13,Val Holmes,Jr.,,-,,,524,State University of New York at Old Westbury,Skyline Conference,www.oldwestbury.edu,www.oldwestburypanthers.com,NY,D-III,2024-25,Old Westbury,Skyline
1,Josh Hovan,Jr.,L,5-7,,,707,Thiel College,Presidents' Athletic Conference,www.thiel.edu,www.thielathletics.com,PA,D-III,2024-25,Thiel,PAC
3,Cameron Long,Jr.,L,5-7,,,707,Thiel College,Presidents' Athletic Conference,www.thiel.edu,www.thielathletics.com,PA,D-III,2024-25,Thiel,PAC
51,Kaleb Proudfoot,Jr.,MB,6-9,,,707,Thiel College,Presidents' Athletic Conference,www.thiel.edu,www.thielathletics.com,PA,D-III,2024-25,Thiel,PAC
7,James Cromwell-Young,Jr.,MB,6-4,,,707,Thiel College,Presidents' Athletic Conference,www.thiel.edu,www.thielathletics.com,PA,D-III,2024-25,Thiel,PAC
9,Brandon Gala,Jr.,L/DS,5-10,,,707,Thiel College,Presidents' Athletic Conference,www.thiel.edu,www.thielathletics.com,PA,D-III,2024-25,Thiel,PAC
15,Josh Pugh,Sr.,S,6-0,,,707,Thiel College,Presidents' Athletic Conference,www.thiel.edu,www.thielathletics.com,PA,D-III,2024-25,Thiel,PAC
20,Will Zimmerman,Jr.,OPP,6-1,,,707,Thiel College,Presidents' Athletic Conference,www.thiel.edu,www.thielathletics.com,PA,D-III,2024-25,Thiel,PAC
18,Tyler Hussey,Jr.,OH,6-2,,,707,Thiel College,Presidents' Athletic Conference,www.thiel.edu,www.thielathletics.com,PA,D-III,2024-25,Thiel,PAC
2,Connor McInnis,Sr.,OH,6-1,,,707,Thiel College,Presidents' Athletic Conference,www.thiel.edu,www.thielathletics.com,PA,D-III,2024-25,Thiel,PAC
5,David Gonzalez,Sr.,OH,6-0,,,707,Thiel College,Presidents' Athletic Conference,www.thiel.edu,www.thielathletics.com,PA,D-III,2024-25,Thiel,PAC
6,JC Govannucci,Sr.,OPP,6-6,,,707,Thiel College,Presidents' Athletic Conference,www.thiel.edu,www.thielathletics.com,PA,D-III,2024-25,Thiel,PAC
4,Ethan Cooper,Sr.,OH,6-1,,,707,Thiel College,Presidents' Athletic Conference,www.thiel.edu,www.thielathletics.com,PA,D-III,2024-25,Thiel,PAC
13,Jake Dies,Sr.,MB,6-4,,,707,Thiel College,Presidents' Athletic Conference,www.thiel.edu,www.thielathletics.com,PA,D-III,2024-25,Thiel,PAC
8,Rex Dugan,So.,OPP,6-4,,,707,Thiel College,Presidents' Athletic Conference,www.thiel.edu,www.thielathletics.com,PA,D-III,2024-25,Thiel,PAC
21,Ben Lowell,So.,S,6-2,,,707,Thiel College,Presidents' Athletic Conference,www.thiel.edu,www.thielathletics.com,PA,D-III,2024-25,Thiel,PAC
23,Eli Olszowka,So.,S,6-3,,,707,Thiel College,Presidents' Athletic Conference,www.thiel.edu,www.thielathletics.com,PA,D-III,2024-25,Thiel,PAC
34,Jackson Claypoole,So.,MB,6-4,,,707,Thiel College,Presidents' Athletic Conference,www.thiel.edu,www.thielathletics.com,PA,D-III,2024-25,Thiel,PAC
35,Bryce Lizanich,So.,MB,6-6,,,707,Thiel College,Presidents' Athletic Conference,www.thiel.edu,www.thielathletics.com,PA,D-III,2024-25,Thiel,PAC
5,Johnson-Kuhao Ho'okano-Pelekai,Jr.,OH,6-1,,,30037,Trine University,Midwest Collegiate Volleyball League,www.trine.edu,www.trinethunder.com,IN,D-III,2024-25,Trine,MCVL
3,Gage Petrock,Jr.,DB,5-10,,,30037,Trine University,Midwest Collegiate Volleyball League,www.trine.edu,www.trinethunder.com,IN,D-III,2024-25,Trine,MCVL
13,DJ Vinson,Jr.,OH,6-2,,,30037,Trine University,Midwest Collegiate Volleyball League,www.trine.edu,www.trinethunder.com,IN,D-III,2024-25,Trine,MCVL
6,Nathan Rebhorn,Jr.,OH,6-3,,,30037,Trine University,Midwest Collegiate Volleyball League,www.trine.edu,www.trinethunder.com,IN,D-III,2024-25,Trine,MCVL
12,Christian Jones,Jr.,DB,5-8,,,30037,Trine University,Midwest Collegiate Volleyball League,www.trine.edu,www.trinethunder.com,IN,D-III,2024-25,Trine,MCVL
19,Liam Northrup,Jr.,MB,6-6,,,30037,Trine University,Midwest Collegiate Volleyball League,www.trine.edu,www.trinethunder.com,IN,D-III,2024-25,Trine,MCVL
20,Kevin Boncaro,Sr.,OPP,6-3,,,30037,Trine University,Midwest Collegiate Volleyball League,www.trine.edu,www.trinethunder.com,IN,D-III,2024-25,Trine,MCVL
22,Ethan McLenon,Sr.,MB,6-3,,,30037,Trine University,Midwest Collegiate Volleyball League,www.trine.edu,www.trinethunder.com,IN,D-III,2024-25,Trine,MCVL
16,Bryan Maida,Sr.,DB,5-10,,,30037,Trine University,Midwest Collegiate Volleyball League,www.trine.edu,www.trinethunder.com,IN,D-III,2024-25,Trine,MCVL
17,Jacob Seier,So.,OH,5-11,,,30037,Trine University,Midwest Collegiate Volleyball League,www.trine.edu,www.trinethunder.com,IN,D-III,2024-25,Trine,MCVL
8,Chris Shively,Sr.,OPP,6-4,,,30037,Trine University,Midwest Collegiate Volleyball League,www.trine.edu,www.trinethunder.com,IN,D-III,2024-25,Trine,MCVL
21,Karl Both,So.,MB,6-7,,,30037,Trine University,Midwest Collegiate Volleyball League,www.trine.edu,www.trinethunder.com,IN,D-III,2024-25,Trine,MCVL
15,Quincy Zook,So.,MB,6-4,,,30037,Trine University,Midwest Collegiate Volleyball League,www.trine.edu,www.trinethunder.com,IN,D-III,2024-25,Trine,MCVL
24,Andrew Guillaume,Sr.,OH,6-1,,,30037,Trine University,Midwest Collegiate Volleyball League,www.trine.edu,www.trinethunder.com,IN,D-III,2024-25,Trine,MCVL
4,Mehm Mon,So.,S,5-10,,,30037,Trine University,Midwest Collegiate Volleyball League,www.trine.edu,www.trinethunder.com,IN,D-III,2024-25,Trine,MCVL
7,Kyle Seier,So.,OPP,5-11,,,30037,Trine University,Midwest Collegiate Volleyball League,www.trine.edu,www.trinethunder.com,IN,D-III,2024-25,Trine,MCVL
9,Seth McDonald,So.,OPP,6-3,,,30037,Trine University,Midwest Collegiate Volleyball League,www.trine.edu,www.trinethunder.com,IN,D-III,2024-25,Trine,MCVL
23,Dylan Klumpp,Jr.,OH,6-5,,,30037,Trine University,Midwest Collegiate Volleyball League,www.trine.edu,www.trinethunder.com,IN,D-III,2024-25,Trine,MCVL
4,Deklan Wingo,Sr.,OH,6-4,"Chester, VA",Thomas Dale HS,12830,Tusculum University,DI Independent,www.tusculum.edu,www.tusculumpioneers.com,TN,D-I,2024-25,Tusculum,DI Independent
5,Morgan Makovec,So.,MB,6-5,"Virginia Beach, VA",Floyd E. Kellam HS,12830,Tusculum University,DI Independent,www.tusculum.edu,www.tusculumpioneers.com,TN,D-I,2024-25,Tusculum,DI Independent
7,Kevin Blankenship,So.,RS,6-1,"Franklin, TN",Fred J. Page HS,12830,Tusculum University,DI Independent,www.tusculum.edu,www.tusculumpioneers.com,TN,D-I,2024-25,Tusculum,DI Independent
16,Donovan Nye,So.,RS,6-4,"Winder, GA",Winder-Barrow HS,12830,Tusculum University,DI Independent,www.tusculum.edu,www.tusculumpioneers.com,TN,D-I,2024-25,Tusculum,DI Independent
3,Nick Hale,So.,MB,6-5,"Murfreesboro, TN",St. Vincent-St. Mary HS,12830,Tusculum University,DI Independent,www.tusculum.edu,www.tusculumpioneers.com,TN,D-I,2024-25,Tusculum,DI Independent
1,Joel Dubinsky,So.,OH,6-1,"University Place, WA",Curtis Senior HS,12830,Tusculum University,DI Independent,www.tusculum.edu,www.tusculumpioneers.com,TN,D-I,2024-25,Tusculum,DI Independent
22,Adam Svendsen,So.,OH,6-4,"Harrison, TN",Collegedale Academy,12830,Tusculum University,DI Independent,www.tusculum.edu,www.tusculumpioneers.com,TN,D-I,2024-25,Tusculum,DI Independent
14,Patrick Gresham,So.,L,5-9,"Chesapeake, VA",Western Branch HS,12830,Tusculum University,DI Independent,www.tusculum.edu,www.tusculumpioneers.com,TN,D-I,2024-25,Tusculum,DI Independent
6,Taylor West,Sr.,L,6-0,"Colorado Springs, CO",Coronado HS,12830,Tusculum University,DI Independent,www.tusculum.edu,www.tusculumpioneers.com,TN,D-I,2024-25,Tusculum,DI Independent
17,Kai Williams,Fr.,L/DS,5-10,"Youngsville, NC",Franklinton HS,12830,Tusculum University,DI Independent,www.tusculum.edu,www.tusculumpioneers.com,TN,D-I,2024-25,Tusculum,DI Independent
21,Reef Mathis,Fr.,OH,6-6,"Saint Johns, FL",Bartram Trail HS,12830,Tusculum University,DI Independent,www.tusculum.edu,www.tusculumpioneers.com,TN,D-I,2024-25,Tusculum,DI Independent
2,Tyler Morrison,Fr.,MB,6-4,"Alabaster, AL",Thompson HS,12830,Tusculum University,DI Independent,www.tusculum.edu,www.tusculumpioneers.com,TN,D-I,2024-25,Tusculum,DI Independent
9,Aiden Roper,Fr.,OH,6-2,"Acworth, GA",Allatoona HS,12830,Tusculum University,DI Independent,www.tusculum.edu,www.tusculumpioneers.com,TN,D-I,2024-25,Tusculum,DI Independent
19,Riley Wisniakowski,Fr.,S,6-1,"Pensacola, FL",Booker T. Washington HS,12830,Tusculum University,DI Independent,www.tusculum.edu,www.tusculumpioneers.com,TN,D-I,2024-25,Tusculum,DI Independent
11,Ty Keeble,Fr.,L,5-10,"Maryville, TN",Heritage HS,12830,Tusculum University,DI Independent,www.tusculum.edu,www.tusculumpioneers.com,TN,D-I,2024-25,Tusculum,DI Independent
10,Caleb Hammann,Fr.,MB,6-8,"Farragut, TN",Knoxville Christian,12830,Tusculum University,DI Independent,www.tusculum.edu,www.tusculumpioneers.com,TN,D-I,2024-25,Tusculum,DI Independent
26,Matthew Tollar,Jr.,DB,5-6,,,525,The University of Olivet ,Midwest Collegiate Volleyball League,www.uolivet.edu,www.olivetcomets.com,MI,D-III,2024-25,Olivet,MCVL
1,Sean Gooden,Jr.,OPP,6-0,,,525,The University of Olivet ,Midwest Collegiate Volleyball League,www.uolivet.edu,www.olivetcomets.com,MI,D-III,2024-25,Olivet,MCVL
6,Thayne Bilicki,Sr.,MB,6-6,,,525,The University of Olivet ,Midwest Collegiate Volleyball League,www.uolivet.edu,www.olivetcomets.com,MI,D-III,2024-25,Olivet,MCVL
2,Jackson Arkles,Sr.,DB,5-9,,,525,The University of Olivet ,Midwest Collegiate Volleyball League,www.uolivet.edu,www.olivetcomets.com,MI,D-III,2024-25,Olivet,MCVL
3,Aiden Chamblee,So.,OH,6-0,,,525,The University of Olivet ,Midwest Collegiate Volleyball League,www.uolivet.edu,www.olivetcomets.com,MI,D-III,2024-25,Olivet,MCVL
4,Samuel Akapo,So.,OPP,5-10,,,525,The University of Olivet ,Midwest Collegiate Volleyball League,www.uolivet.edu,www.olivetcomets.com,MI,D-III,2024-25,Olivet,MCVL
10,Ke'Shon Johnson,So.,OPP,5-10,,,525,The University of Olivet ,Midwest Collegiate Volleyball League,www.uolivet.edu,www.olivetcomets.com,MI,D-III,2024-25,Olivet,MCVL
12,Tyler Batt,So.,MB,6-5,,,525,The University of Olivet ,Midwest Collegiate Volleyball League,www.uolivet.edu,www.olivetcomets.com,MI,D-III,2024-25,Olivet,MCVL
20,Andy Hok,So.,S,5-7,,,525,The University of Olivet ,Midwest Collegiate Volleyball League,www.uolivet.edu,www.olivetcomets.com,MI,D-III,2024-25,Olivet,MCVL
8,Will Mensching,Sr.,S,6-1,,,525,The University of Olivet ,Midwest Collegiate Volleyball League,www.uolivet.edu,www.olivetcomets.com,MI,D-III,2024-25,Olivet,MCVL
3,Clay Confer,Jr.,OH,6-0,,,30166,University of Valley Forge,United East Conference,valleyforge.edu,uvfpatriots.com,PA,D-I,2024-25,Valley Forge,United East
12,Toby Harris,Jr.,,6-0,,,30166,University of Valley Forge,United East Conference,valleyforge.edu,uvfpatriots.com,PA,D-I,2024-25,Valley Forge,United East
6,Joel Cordero,Sr.,S,5-7,,,30166,University of Valley Forge,United East Conference,valleyforge.edu,uvfpatriots.com,PA,D-I,2024-25,Valley Forge,United East
7,Nathan Whisman,Sr.,MB,6-2,,,30166,University of Valley Forge,United East Conference,valleyforge.edu,uvfpatriots.com,PA,D-I,2024-25,Valley Forge,United East
4,Ethan Fagan,Sr.,DB,5-10,,,30166,University of Valley Forge,United East Conference,valleyforge.edu,uvfpatriots.com,PA,D-I,2024-25,Valley Forge,United East
20,Chris Brown,Sr.,,6-0,,,30166,University of Valley Forge,United East Conference,valleyforge.edu,uvfpatriots.com,PA,D-I,2024-25,Valley Forge,United East
9,Tyler Younger,So.,OH,-,,,30166,University of Valley Forge,United East Conference,valleyforge.edu,uvfpatriots.com,PA,D-I,2024-25,Valley Forge,United East
8,Aaron Heffner,Jr.,OH,-,,,30166,University of Valley Forge,United East Conference,valleyforge.edu,uvfpatriots.com,PA,D-I,2024-25,Valley Forge,United East
13,Isaiah Reece,Jr.,MB,-,,,30166,University of Valley Forge,United East Conference,valleyforge.edu,uvfpatriots.com,PA,D-I,2024-25,Valley Forge,United East
3,Jovan Nieves,Jr.,OPP,-,,,30166,University of Valley Forge,United East Conference,valleyforge.edu,uvfpatriots.com,PA,D-I,2024-25,Valley Forge,United East
16,Aaron Del Valle,Jr.,MB,-,,,30166,University of Valley Forge,United East Conference,valleyforge.edu,uvfpatriots.com,PA,D-I,2024-25,Valley Forge,United East
2,Will Schmidheinl,So.,MB,-,,,30166,University of Valley Forge,United East Conference,valleyforge.edu,uvfpatriots.com,PA,D-I,2024-25,Valley Forge,United East
19,Doug Chandler,Jr.,MB,6-6,"Webster, NY",Webster Schroeder,737,Vassar College,United Volleyball Conference,www.vassar.edu,www.vassarathletics.com/,NY,D-III,2024-25,Vassar,UVC
14,Cannon Tucker,Jr.,OPP,6-5,"Waynesville, OH",Carroll High,737,Vassar College,United Volleyball Conference,www.vassar.edu,www.vassarathletics.com/,NY,D-III,2024-25,Vassar,UVC
18,James Zuckerman,Jr.,MB,6-6,"Saint Charles, IL",Saint Charles North,737,Vassar College,United Volleyball Conference,www.vassar.edu,www.vassarathletics.com/,NY,D-III,2024-25,Vassar,UVC
8,Casey McMenamin,Jr.,L,5-11,"Northbrook, IL",Loyola Academy,737,Vassar College,United Volleyball Conference,www.vassar.edu,www.vassarathletics.com/,NY,D-III,2024-25,Vassar,UVC
7,Tristan Christofferson,Jr.,OH,6-4,"Denver, CO",Regis Jesuit,737,Vassar College,United Volleyball Conference,www.vassar.edu,www.vassarathletics.com/,NY,D-III,2024-25,Vassar,UVC
24,Eli Lee,Jr.,OH,6-5,"Irvine, CA",Arnold O. Beckham,737,Vassar College,United Volleyball Conference,www.vassar.edu,www.vassarathletics.com/,NY,D-III,2024-25,Vassar,UVC
1,Nick Villamil,Sr.,S,6-6,"Pembroke Pines, FL",Archbishop McCarthy,737,Vassar College,United Volleyball Conference,www.vassar.edu,www.vassarathletics.com/,NY,D-III,2024-25,Vassar,UVC
12,Tobias Clark,Sr.,OH,6-3,"Silver Spring, MD",Albert Einstein,737,Vassar College,United Volleyball Conference,www.vassar.edu,www.vassarathletics.com/,NY,D-III,2024-25,Vassar,UVC
16,Billy Fan,Sr.,OH,6-3,"Saratoga, CA",Harker,737,Vassar College,United Volleyball Conference,www.vassar.edu,www.vassarathletics.com/,NY,D-III,2024-25,Vassar,UVC
21,Payne Lounsbery,Sr.,OH,6-0,"Long Beach, CA",Woodrow Wilson,737,Vassar College,United Volleyball Conference,www.vassar.edu,www.vassarathletics.com/,NY,D-III,2024-25,Vassar,UVC
17,Gavin Akoto,Sr.,MB,6-5,"Justice, IL",Argo Community,737,Vassar College,United Volleyball Conference,www.vassar.edu,www.vassarathletics.com/,NY,D-III,2024-25,Vassar,UVC
5,Enzo Bertini,So.,OH,6-1,"New York, NY",Columbia Grammar and Preparatory School,737,Vassar College,United Volleyball Conference,www.vassar.edu,www.vassarathletics.com/,NY,D-III,2024-25,Vassar,UVC
3,Tucker Shearn,So.,L,5-10,"Englewood, CO",Valor Christian,737,Vassar College,United Volleyball Conference,www.vassar.edu,www.vassarathletics.com/,NY,D-III,2024-25,Vassar,UVC
4,Parker Schoenl,So.,S,6-2,"West Henrietta, NY",Rush-Henrietta Senior,737,Vassar College,United Volleyball Conference,www.vassar.edu,www.vassarathletics.com/,NY,D-III,2024-25,Vassar,UVC
11,Walter Birnbaum,So.,OH,6-6,"La Jolla, CA",La Jolla,737,Vassar College,United Volleyball Conference,www.vassar.edu,www.vassarathletics.com/,NY,D-III,2024-25,Vassar,UVC
13,Armaan Desai,So.,MB,6-8,"Pennington, NJ",Hopewell Valley Central,737,Vassar College,United Volleyball Conference,www.vassar.edu,www.vassarathletics.com/,NY,D-III,2024-25,Vassar,UVC
15,Petar Miocinovic,Fr.,OH,6-4,"Honolulu, HI",Mid Pacific Institute,737,Vassar College,United Volleyball Conference,www.vassar.edu,www.vassarathletics.com/,NY,D-III,2024-25,Vassar,UVC
20,Stuart Dow,Fr.,MB,6-8,"Port Townsend, WA",Port Townsend,737,Vassar College,United Volleyball Conference,www.vassar.edu,www.vassarathletics.com/,NY,D-III,2024-25,Vassar,UVC
9,Henry Bonney,Fr.,OH,6-4,"Cambridge, MA",Cambridge Rindge and Latin School,737,Vassar College,United Volleyball Conference,www.vassar.edu,www.vassarathletics.com/,NY,D-III,2024-25,Vassar,UVC
10,Shawn Zheng,Fr.,OH,6-7,"Littleton, CO",Heritage,737,Vassar College,United Volleyball Conference,www.vassar.edu,www.vassarathletics.com/,NY,D-III,2024-25,Vassar,UVC
10,Sam Munson,Jr.,MB,6-3,,,324,Vermont State University-Johnson,New England Volleyball Conference,https://vermontstate.edu/,nvubadgers.com/landing/index,VT,D-III,2024-25,VTSU-Johnson,NEVC
4,Spencer Tergeoglou,Jr.,DB,5-8,,,324,Vermont State University-Johnson,New England Volleyball Conference,https://vermontstate.edu/,nvubadgers.com/landing/index,VT,D-III,2024-25,VTSU-Johnson,NEVC
8,Carter Hubley,Jr.,L/DS,5-9,,,324,Vermont State University-Johnson,New England Volleyball Conference,https://vermontstate.edu/,nvubadgers.com/landing/index,VT,D-III,2024-25,VTSU-Johnson,NEVC
5,Luke Walters,Jr.,OH,6-3,,,324,Vermont State University-Johnson,New England Volleyball Conference,https://vermontstate.edu/,nvubadgers.com/landing/index,VT,D-III,2024-25,VTSU-Johnson,NEVC
6,Hector Longstreth,So.,DB,5-2,,,324,Vermont State University-Johnson,New England Volleyball Conference,https://vermontstate.edu/,nvubadgers.com/landing/index,VT,D-III,2024-25,VTSU-Johnson,NEVC
7,Simon Benitez,Jr.,DB,5-7,,,324,Vermont State University-Johnson,New England Volleyball Conference,https://vermontstate.edu/,nvubadgers.com/landing/index,VT,D-III,2024-25,VTSU-Johnson,NEVC
3,Carter Jackson,So.,OH,6-4,,,324,Vermont State University-Johnson,New England Volleyball Conference,https://vermontstate.edu/,nvubadgers.com/landing/index,VT,D-III,2024-25,VTSU-Johnson,NEVC
6,Owen Marchessault,So.,MH,5-9,,,324,Vermont State University-Johnson,New England Volleyball Conference,https://vermontstate.edu/,nvubadgers.com/landing/index,VT,D-III,2024-25,VTSU-Johnson,NEVC
3,Liam Carrick,So.,MH,6-1,,,324,Vermont State University-Johnson,New England Volleyball Conference,https://vermontstate.edu/,nvubadgers.com/landing/index,VT,D-III,2024-25,VTSU-Johnson,NEVC
9,Dylan Snider,So.,S,-,,,324,Vermont State University-Johnson,New England Volleyball Conference,https://vermontstate.edu/,nvubadgers.com/landing/index,VT,D-III,2024-25,VTSU-Johnson,NEVC
