team_name,team_short,conference_name,conference_short,level,division,sportRegion,school_athletic_url
Christian Brothers University,Christian Brothers,Gulf South Conference,Gulf South,NCAA Women,II,SOUTH REGION,www.cbubucs.com
Chowan University,Chowan,Conference Carolinas,Conference Carolinas,NCAA Women,II,SOUTHEAST REGION,www.gocuhawks.com
Chicago State University,Chicago St.,Northeast Conference,NEC,NCAA Women,I,EAST REGION,www.gocsucougars.com
Covenant College,Covenant,Collegiate Conference of the South,CCS,NCAA Women,III,REGION VI,athletics.covenant.edu/
University of Chicago,UChicago,University Athletic Association,UAA,NCAA Women,III,REGION VIII,athletics.uchicago.edu/landing/index
Chatham University,Chatham,Presidents' Athletic Conference,PAC,NCAA Women,III,REGION VII,www.gochathamcougars.com
Charleston Southern University,Charleston So.,Big South Conference,Big South,NCAA Women,I,SOUTHEAST REGION,csusports.com/
University of Charleston (West Virginia),Charleston (WV),Mountain East Conference,MEC,NCAA Women,II,ATLANTIC REGION,www.ucgoldeneagles.com
College of Charleston (South Carolina),Col. of Charleston,Coastal Athletic Association,CAA,NCAA Women,I,EAST REGION,www.cofcsports.com
Chapman University,Chapman,Southern California Intercollegiate Athletic Conf.,SCIAC,NCAA Women,III,REGION X,www.chapmanathletics.com
Chaminade University,Chaminade,Pacific West Conference,PacWest,NCAA Women,II,WEST REGION,goswords.com/
Chadron State College,Chadron St.,Rocky Mountain Athletic Conference,RMAC,NCAA Women,II,SOUTH CENTRAL REGION,www.chadroneagles.com
Chestnut Hill College,Chestnut Hill,Central Atlantic Collegiate Conference,CACC,NCAA Women,II,EAST REGION,www.griffinathletics.com
Carroll University (Wisconsin),Carroll (WI),College Conference of Illinois & Wisconsin,CCIW,NCAA Women,III,REGION VIII,www.gopios.com
Creighton University,Creighton,Big East Conference,Big East,NCAA Women,I,MIDWEST REGION,gocreighton.com/
Curry College,Curry,Conference of New England,CNE,NCAA Women,III,REGION II,www.curryathletics.com
Elon University,Elon,Coastal Athletic Association,CAA,NCAA Women,I,EAST REGION,www.elonphoenix.com
Elms College,Elms,Great Northeast Athletic Conference,Great Northeast,NCAA Women,III,REGION I,ecblazers.com
Elmira College,Elmira,Empire 8,Empire 8,NCAA Women,III,REGION III,athletics.elmira.edu
Elmhurst University,Elmhurst,College Conference of Illinois & Wisconsin,CCIW,NCAA Women,III,REGION VIII,elmhurstbluejays.com/
Elizabethtown College,Elizabethtown,Landmark Conference,Landmark,NCAA Women,III,REGION V,www.etownbluejays.com
Elizabeth City State University,Elizabeth City St.,Central Intercollegiate Athletic Association,CIAA,NCAA Women,II,ATLANTIC REGION,www.ecsuvikings.com
Edward Waters University,Edward Waters,Southern Intercol. Ath. Conf.,SIAC,NCAA Women,II,SOUTH REGION,www.ewutigerpride.com
"Pennsylvania Western University, Edinboro",Edinboro,Pennsylvania State Athletic Conference,PSAC,NCAA Women,II,ATLANTIC REGION,www.gofightingscots.com
Edgewood College,Edgewood,Northern Athletics Collegiate Conference,NACC,NCAA Women,III,REGION VIII,www.EdgewoodCollegeEagles.com
Eckerd College,Eckerd,Sunshine State Conference,Sunshine State,NCAA Women,II,SOUTH REGION,www.eckerdtritons.com
Eastern Washington University,Eastern Wash.,Big Sky Conference,Big Sky,NCAA Women,I,WEST REGION,goeags.com
Eastern University,Eastern,Middle Atlantic Conference Commonwealth,MAC Commonwealth,NCAA Women,III,REGION V,www.goeasterneagles.com
Eastern New Mexico University,Eastern N.M.,Lone Star Conference,Lone Star,NCAA Women,II,SOUTH CENTRAL REGION,www.goeasternathletics.com
Eastern Michigan University,Eastern Mich.,Mid-American Conference,MAC,NCAA Women,I,MIDWEST REGION,www.emueagles.com
Eastern Mennonite University,East. Mennonite,Old Dominion Athletic Conf.,ODAC,NCAA Women,III,REGION VI,www.emuroyals.com
Embry-Riddle Aeronautical University (Florida),Embry-Riddle (FL),Sunshine State Conference,Sunshine State,NCAA Women,II,SOUTH REGION,www.erauathletics.com
Eastern Kentucky University,Eastern Ky.,Atlantic Sun Conference,ASUN,NCAA Women,I,SOUTHEAST REGION,www.ekusports.com
Emerson College,Emerson,New England Women's and Men's Athletic Conference,NEWMAC,NCAA Women,III,REGION II,www.emersonlions.com
Emmanuel College (Massachusetts),Emmanuel (MA),Great Northeast Athletic Conference,Great Northeast,NCAA Women,III,REGION I,www.goecsaints.com
University of New Mexico,New Mexico,Mountain West Conference,Mountain West,NCAA Women,I,WEST REGION,www.golobos.com
Felician University,Felician,Central Atlantic Collegiate Conference,CACC,NCAA Women,II,EAST REGION,www.felicianathletics.com
Fayetteville State University,Fayetteville St.,Central Intercollegiate Athletic Association,CIAA,NCAA Women,II,ATLANTIC REGION,fsubroncos.com
Farmingdale State College,Farmingdale St.,Skyline Conference,Skyline,NCAA Women,III,REGION III,www.farmingdalesports.com
Fairmont State University,Fairmont St.,Mountain East Conference,MEC,NCAA Women,II,ATLANTIC REGION,www.fightingfalcons.com
"Fairleigh Dickinson University, Metropolitan Campus",FDU,Northeast Conference,NEC,NCAA Women,I,EAST REGION,www.fduknights.com
"Fairleigh Dickinson University, Florham",FDU-Florham,Middle Atlantic Conference Freedom,MAC Freedom,NCAA Women,III,REGION IV,www.fdudevils.com
Fairfield University,Fairfield,Metro Atlantic Athletic Conference,MAAC,NCAA Women,I,EAST REGION,fairfieldstags.com
University of Evansville,Evansville,Missouri Valley Conference,MVC,NCAA Women,I,MIDWEST REGION,www.gopurpleaces.com
Eureka College,Eureka,St. Louis Intercollegiate Athletic Conference,SLIAC,NCAA Women,III,REGION VIII,www.eurekareddevils.com
Erskine College,Erskine,Conference Carolinas,Conference Carolinas,NCAA Women,II,SOUTHEAST REGION,www.erskinesports.com
Endicott College,Endicott,Conference of New England,CNE,NCAA Women,III,REGION II,www.ecgulls.com
Emporia State University,Emporia St.,Mid-America Intercollegiate Athletics Association,Mid-America Intercollegiate,NCAA Women,II,CENTRAL REGION,www.esuhornets.com
Emory University,Emory,University Athletic Association,UAA,NCAA Women,III,REGION VI,www.emoryathletics.com
Emory & Henry University,Emory & Henry,South Atlantic Conference,SAC,NCAA Women,II,SOUTHEAST REGION,www.gowasps.com
Emmanuel University (Georgia),Emmanuel (GA),Conference Carolinas,Conference Carolinas,NCAA Women,II,SOUTHEAST REGION,www.goeclions.com
Eastern Illinois University,Eastern Ill.,Ohio Valley Conference,OVC,NCAA Women,I,SOUTH REGION,www.eiupanthers.com
Eastern Connecticut State University,Eastern Conn. St.,Little East Conference,Little East,NCAA Women,III,REGION I,gowarriorathletics.com
East Texas Baptist University,East Tex. Baptist,American Southwest Conference,ASC,NCAA Women,III,REGION X,www.goetbutigers.com
Denison University,Denison,North Coast Athletic Conference,NCAC,NCAA Women,III,REGION VII,www.denisonbigred.com
State University of New York at Delhi,SUNY Delhi,North Atlantic Conference,North Atlantic,NCAA Women,III,REGION I,delhibroncos.com/landing/index
Delaware Valley University,Delaware Valley,Middle Atlantic Conference Freedom,MAC Freedom,NCAA Women,III,REGION IV,www.delval.edu/athletics
Delaware State University,Delaware St.,Mid-Eastern Athletic Conf.,MEAC,NCAA Women,I,SOUTHEAST REGION,www.dsuhornets.com/
University of Delaware,Delaware,Coastal Athletic Association,CAA,NCAA Women,I,EAST REGION,www.bluehens.com
Dean College,Dean,Great Northeast Athletic Conference,Great Northeast,NCAA Women,III,REGION I,www.deanbulldogs.com/landing/index
University of Dayton,Dayton,Atlantic 10 Conference,Atlantic 10,NCAA Women,I,EAST REGION,www.daytonflyers.com
Davis & Elkins College,Davis & Elkins,Mountain East Conference,MEC,NCAA Women,II,ATLANTIC REGION,www.senatornation.com
Davidson College,Davidson,Atlantic 10 Conference,Atlantic 10,NCAA Women,I,EAST REGION,www.davidsonwildcats.com
Davenport University,Davenport,Great Lakes Intercollegiate Athletic Conference,GLIAC,NCAA Women,II,MIDWEST REGION,dupanthers.com
Dartmouth College,Dartmouth,The Ivy League,Ivy League,NCAA Women,I,EAST REGION,www.dartmouthsports.com
Dallas Baptist University,DBU,Lone Star Conference,Lone Star,NCAA Women,II,SOUTH CENTRAL REGION,www.dbupatriots.com
University of Dallas,Dallas,Southern Collegiate Athletic Conference,SCAC,NCAA Women,III,REGION X,www.udallasathletics.com
Daemen University,Daemen,East Coast Conference,ECC,NCAA Women,II,EAST REGION,daemenwildcats.com/
D'Youville University,D'Youville,East Coast Conference,ECC,NCAA Women,II,EAST REGION,athletics.dyc.edu
University of Denver,Denver,The Summit League,Summit League,NCAA Women,I,MIDWEST REGION,denverpioneers.com
DePaul University,DePaul,Big East Conference,Big East,NCAA Women,I,MIDWEST REGION,www.depaulbluedemons.com
DePauw University,DePauw,North Coast Athletic Conference,NCAC,NCAA Women,III,REGION VII,depauwtigers.com/landing/index
DeSales University,DeSales,Middle Atlantic Conference Freedom,MAC Freedom,NCAA Women,III,REGION IV,athletics.desales.edu
East Texas A&M University,East Texas A&M,Southland Conference,Southland,NCAA Women,I,,www.lionathletics.com
East Tennessee State University,ETSU,Southern Conference,SoCon,NCAA Women,I,SOUTHEAST REGION,www.etsubucs.com
East Stroudsburg University of Pennsylvania,East Stroudsburg,Pennsylvania State Athletic Conference,PSAC,NCAA Women,II,ATLANTIC REGION,esuwarriors.com
East Central University,East Central,Great American Conference,GAC,NCAA Women,II,CENTRAL REGION,ecutigers.com
East Carolina University,East Carolina,American Athletic Conference,The American,NCAA Women,I,SOUTHEAST REGION,www.ecupirates.com
Earlham College,Earlham,Heartland Collegiate Athletic Conference,HCAC,NCAA Women,III,REGION VIII,www.goearlham.com
Duquesne University,Duquesne,Atlantic 10 Conference,Atlantic 10,NCAA Women,I,EAST REGION,www.GoDuquesne.com
Crown College (Minnesota),Crown (MN),Upper Midwest Athletic Conference,UMAC,NCAA Women,III,REGION IX,www.athletics.crown.edu
Duke University,Duke,Atlantic Coast Conference,ACC,NCAA Women,I,EAST REGION,www.goduke.com
Drury University,Drury,Great Lakes Valley Conference,GLVC,NCAA Women,II,MIDWEST REGION,www.drurypanthers.com/
Drew University,Drew,Landmark Conference,Landmark,NCAA Women,III,REGION V,www.drewrangers.com
Drake University,Drake,Missouri Valley Conference,MVC,NCAA Women,I,MIDWEST REGION,godrakebulldogs.com/
Dominican University New York,Dominican (NY),Central Atlantic Collegiate Conference,CACC,NCAA Women,II,EAST REGION,www.chargerathletics.com
Dominican University (Illinois),Dominican (IL),Northern Athletics Collegiate Conference,NACC,NCAA Women,III,REGION VIII,www.dustars.com
Dominican University of California,Dominican (CA),Pacific West Conference,PacWest,NCAA Women,II,WEST REGION,www.dominicanathletics.com
Dickinson College,Dickinson,Centennial Conference,Centennial,NCAA Women,III,REGION V,www.dickinsonathletics.com
University of Dubuque,Dubuque,American Rivers Conference,American Rivers,NCAA Women,III,REGION IX,www.dbq.edu/Athletics/
Carnegie Mellon University,Carnegie Mellon,University Athletic Association,UAA,NCAA Women,III,REGION VII,athletics.cmu.edu
Carlow University,Carlow,Allegheny Mountain Collegiate Conference,AMCC,NCAA Women,III,REGION VII,athletics.carlow.edu/
Carleton College,Carleton,Minnesota Intercollegiate Athletic Conference,MIAC,NCAA Women,III,REGION IX,apps.carleton.edu/athletics/
Augustana University (South Dakota),Augustana (SD),Northern Sun Intercollegiate Conference,NSIC,NCAA Women,II,CENTRAL REGION,www.goaugie.com
Augustana College (Illinois),Augustana (IL),College Conference of Illinois & Wisconsin,CCIW,NCAA Women,III,REGION VIII,www.athletics.augustana.edu/
Augusta University,Augusta,Peach Belt Conference,Peach Belt,NCAA Women,II,SOUTHEAST REGION,www.augustajags.com
Augsburg University,Augsburg,Minnesota Intercollegiate Athletic Conference,MIAC,NCAA Women,III,REGION IX,athletics.augsburg.edu
Auburn University at Montgomery,AUM,Gulf South Conference,Gulf South,NCAA Women,II,SOUTH REGION,www.aumathletics.com
Auburn University,Auburn,Southeastern Conference,SEC,NCAA Women,I,SOUTHEAST REGION,www.auburntigers.com
Assumption University,Assumption,Northeast-10 Conference,NE10,NCAA Women,II,EAST REGION,www.assumptiongreyhounds.com
Ashland University,Ashland,Great Midwest Athletic Conference,G-MAC,NCAA Women,II,MIDWEST REGION,www.goashlandeagles.com
Asbury University,Asbury,Collegiate Conference of the South,CCS,NCAA Women,III,REGION VI,www.asburyeagles.com
"University of Arkansas, Pine Bluff",Ark.-Pine Bluff,Southwestern Athletic Conf.,SWAC,NCAA Women,I,SOUTH REGION,uapblionsroar.com/
"University of Arkansas, Monticello",Ark.-Monticello,Great American Conference,GAC,NCAA Women,II,CENTRAL REGION,www.uamsports.com
University of Arkansas at Little Rock,Little Rock,Ohio Valley Conference,OVC,NCAA Women,I,SOUTH REGION,//lrtrojans.com
"University of Arkansas, Fort Smith",Ark.-Fort Smith,Mid-America Intercollegiate Athletics Association,Mid-America Intercollegiate,NCAA Women,II,CENTRAL REGION,www.uafortsmithlions.com
"University of Arkansas, Fayetteville",Arkansas,Southeastern Conference,SEC,NCAA Women,I,SOUTHEAST REGION,arkansasrazorbacks.com/
Arkansas Tech University,Arkansas Tech,Great American Conference,GAC,NCAA Women,II,CENTRAL REGION,www.arkansastechsports.com/
Aurora University,Aurora,Northern Athletics Collegiate Conference,NACC,NCAA Women,III,REGION VIII,athletics.aurora.edu
Arkansas State University,Arkansas St.,Sun Belt Conference,Sun Belt,NCAA Women,I,SOUTH REGION,www.astateredwolves.com
Austin College,Austin,Southern Collegiate Athletic Conference,SCAC,NCAA Women,III,REGION X,www.acroos.com
Averett University,Averett,Old Dominion Athletic Conf.,ODAC,NCAA Women,III,REGION VI,www.averettcougars.com
Beloit College,Beloit,Midwest Conference,MWC,NCAA Women,III,REGION IX,www.beloit.edu/bucs/
Belmont University,Belmont,Missouri Valley Conference,MVC,NCAA Women,I,MIDWEST REGION,www.belmontbruins.com
Belmont Abbey College,Belmont Abbey,Conference Carolinas,Conference Carolinas,NCAA Women,II,SOUTHEAST REGION,www.abbeyathletics.com
Bellarmine University,Bellarmine,Atlantic Sun Conference,ASUN,NCAA Women,I,SOUTHEAST REGION,athletics.bellarmine.edu
Belhaven University,Belhaven,Collegiate Conference of the South,CCS,NCAA Women,III,REGION VI,blazers.belhaven.edu
Baylor University,Baylor,Big 12 Conference,Big 12,NCAA Women,I,SOUTH REGION,www.baylorbears.com
Bates College,Bates,New England Small College Athletic Conference,NESCAC,NCAA Women,III,REGION I,www.gobatesbobcats.com
Baruch College,Baruch,City University of New York Athletic Conference,CUNYAC,NCAA Women,III,REGION IV,www.baruchathletics.com
Barton College,Barton,Conference Carolinas,Conference Carolinas,NCAA Women,II,SOUTHEAST REGION,www.bartonbulldogs.com
Barry University,Barry,Sunshine State Conference,Sunshine State,NCAA Women,II,SOUTH REGION,Www.GoBarryBucs.com
Bard College,Bard,Liberty League,Liberty League,NCAA Women,III,REGION III,www.bardathletics.com
Ball State University,Ball St.,Mid-American Conference,MAC,NCAA Women,I,MIDWEST REGION,www.ballstatesports.com
Baldwin Wallace University,Baldwin Wallace,Ohio Athletic Conference,OAC,NCAA Women,III,REGION VII,www.bwyellowjackets.com/landing/index
Babson College,Babson,New England Women's and Men's Athletic Conference,NEWMAC,NCAA Women,III,REGION II,www.babsonathletics.com
Azusa Pacific University,Azusa Pacific,Pacific West Conference,PacWest,NCAA Women,II,WEST REGION,athletics.apu.edu
Austin Peay State University,Austin Peay,Atlantic Sun Conference,ASUN,NCAA Women,I,SOUTHEAST REGION,www.letsgopeay.com
Arizona State University,Arizona St.,Big 12 Conference,Big 12,NCAA Women,I,WEST REGION,thesundevils.com
University of Arizona,Arizona,Big 12 Conference,Big 12,NCAA Women,I,WEST REGION,www.arizonawildcats.com
Arcadia University,Arcadia,Middle Atlantic Conference Freedom,MAC Freedom,NCAA Women,III,REGION IV,www.arcadiaknights.com/
University at Albany,UAlbany,America East Conference,America East,NCAA Women,I,EAST REGION,www.ualbanysports.com
University of Alaska Fairbanks,Alas. Fairbanks,Great Northwest Athletic Conference,Great Northwest,NCAA Women,II,WEST REGION,www.AlaskaNanooks.com
University of Alaska Anchorage,Alas. Anchorage,Great Northwest Athletic Conference,Great Northwest,NCAA Women,II,WEST REGION,www.goseawolves.com
University of Alabama at Birmingham,UAB,American Athletic Conference,The American,NCAA Women,I,SOUTHEAST REGION,www.uabsports.com
Alabama State University,Alabama St.,Southwestern Athletic Conf.,SWAC,NCAA Women,I,SOUTH REGION,www.bamastatesports.com
University of Alabama in Huntsville,Alabama Huntsville,Gulf South Conference,Gulf South,NCAA Women,II,SOUTH REGION,uahchargers.com
Alabama A&M University,Alabama A&M,Southwestern Athletic Conf.,SWAC,NCAA Women,I,SOUTH REGION,www.aamusports.com
University of Alabama,Alabama,Southeastern Conference,SEC,NCAA Women,I,SOUTHEAST REGION,www.rolltide.com
University of Akron,Akron,Mid-American Conference,MAC,NCAA Women,I,MIDWEST REGION,gozips.com
Agnes Scott College,Agnes Scott,Collegiate Conference of the South,CCS,NCAA Women,III,REGION VI,www.ascscotties.com
Adrian College,Adrian,Michigan Intercol. Ath. Assn.,Michigan Intercol. Ath. Assn.,NCAA Women,III,REGION VII,www.adrianbulldogs.com
Adelphi University,Adelphi,Northeast-10 Conference,NE10,NCAA Women,II,EAST REGION,www.aupanthers.com
Adams State University,Adams St.,Rocky Mountain Athletic Conference,RMAC,NCAA Women,II,SOUTH CENTRAL REGION,www.asugrizzlies.com
Academy of Art University,Academy of Art,Pacific West Conference,PacWest,NCAA Women,II,WEST REGION,www.artuathletics.com
Abilene Christian University,Abilene Christian,Western Athletic Conference,WAC,NCAA Women,I,WEST REGION,www.acusports.com
Albany State University (Georgia),Albany St. (GA),Southern Intercol. Ath. Conf.,SIAC,NCAA Women,II,SOUTH REGION,www.asugoldenrams.com
Albertus Magnus College,Albertus Magnus,Great Northeast Athletic Conference,Great Northeast,NCAA Women,III,REGION I,www.albertusfalcons.com
Albion College,Albion,Michigan Intercol. Ath. Assn.,Michigan Intercol. Ath. Assn.,NCAA Women,III,REGION VII,www.gobrits.com
Albright College,Albright,Middle Atlantic Conference Commonwealth,MAC Commonwealth,NCAA Women,III,REGION V,www.albrightathletics.com
Appalachian State University,App State,Sun Belt Conference,Sun Belt,NCAA Women,I,SOUTH REGION,appstatesports.com
Anna Maria College,Anna Maria,Great Northeast Athletic Conference,Great Northeast,NCAA Women,III,REGION I,goamcats.com/landing/index
Angelo State University,Angelo St.,Lone Star Conference,Lone Star,NCAA Women,II,SOUTH CENTRAL REGION,www.angelosports.com
Anderson University (South Carolina),Anderson (SC),South Atlantic Conference,SAC,NCAA Women,II,SOUTHEAST REGION,www.autrojans.com
Anderson University (Indiana),Anderson (IN),Heartland Collegiate Athletic Conference,HCAC,NCAA Women,III,REGION VIII,athletics.anderson.edu
Amherst College,Amherst,New England Small College Athletic Conference,NESCAC,NCAA Women,III,REGION I,athletics.amherst.edu/landing/index
American University,American,Patriot League,Patriot,NCAA Women,I,EAST REGION,www.aueagles.com
Bemidji State University,Bemidji St.,Northern Sun Intercollegiate Conference,NSIC,NCAA Women,II,CENTRAL REGION,https://www.bsubeavers.com/
American International College,American Int'l,Northeast-10 Conference,NE10,NCAA Women,II,EAST REGION,aicyellowjackets.com
Alvernia University,Alvernia,Middle Atlantic Conference Commonwealth,MAC Commonwealth,NCAA Women,III,REGION V,athletics.alvernia.edu
Alma College,Alma,Michigan Intercol. Ath. Assn.,Michigan Intercol. Ath. Assn.,NCAA Women,III,REGION VII,www.almascots.com
Allen University,Allen,Southern Intercol. Ath. Conf.,SIAC,NCAA Women,II,SOUTH REGION,auyellowjackets.com
Allegheny College,Allegheny,Presidents' Athletic Conference,PAC,NCAA Women,III,REGION VII,www.alleghenygators.com
Alfred University,Alfred,Empire 8,Empire 8,NCAA Women,III,REGION III,www.gosaxons.com
Alfred State College,Alfred St.,Allegheny Mountain Collegiate Conference,AMCC,NCAA Women,III,REGION VII,www.alfredstateathletics.com
Alcorn State University,Alcorn,Southwestern Athletic Conf.,SWAC,NCAA Women,I,SOUTH REGION,www.alcornsports.com
Alverno College,Alverno,Northern Athletics Collegiate Conference,NACC,NCAA Women,III,REGION VIII,athletics.alverno.edu/
Benedict College,Benedict,Southern Intercol. Ath. Conf.,SIAC,NCAA Women,II,SOUTH REGION,benedicttigers.com
Benedictine University (Illinois),Benedictine (IL),Northern Athletics Collegiate Conference,NACC,NCAA Women,III,REGION VIII,www.benueagles.com
Bentley University,Bentley,Northeast-10 Conference,NE10,NCAA Women,II,EAST REGION,www.bentley.edu/athletics
"California State University, San Bernardino",CSUSB,California Collegiate Athletic Association,CCAA,NCAA Women,II,WEST REGION,www.csusbathletics.com
"California State University, Sacramento",Sacramento St.,Big Sky Conference,Big Sky,NCAA Women,I,WEST REGION,www.hornetsports.com
"California State University, Northridge",CSUN,Big West Conference,Big West,NCAA Women,I,WEST REGION,www.GoMatadors.com
"California State University, Fullerton",Cal St. Fullerton,Big West Conference,Big West,NCAA Women,I,WEST REGION,www.fullertontitans.com
"California State University, Fresno",Fresno St.,Mountain West Conference,Mountain West,NCAA Women,I,WEST REGION,www.gobulldogs.com
"California State University, East Bay",Cal St. East Bay,California Collegiate Athletic Association,CCAA,NCAA Women,II,WEST REGION,www.eastbaypioneers.com
"California State University, Dominguez Hills",Cal St. Dom. Hills,California Collegiate Athletic Association,CCAA,NCAA Women,II,WEST REGION,www.gotoros.com
"California State University, Chico",Chico St.,California Collegiate Athletic Association,CCAA,NCAA Women,II,WEST REGION,www.chicowildcats.com
"California State University, Bakersfield",CSU Bakersfield,Big West Conference,Big West,NCAA Women,I,WEST REGION,www.gorunners.com
"California State University, Monterey Bay",Cal St. Monterey Bay,California Collegiate Athletic Association,CCAA,NCAA Women,II,WEST REGION,www.otterathletics.com
California Polytechnic State University,Cal Poly,Big West Conference,Big West,NCAA Women,I,WEST REGION,gopoly.com
California Lutheran University,Cal Lutheran,Southern California Intercollegiate Athletic Conf.,SCIAC,NCAA Women,III,REGION X,www.clusports.com
California Baptist University,California Baptist,Western Athletic Conference,WAC,NCAA Women,I,,www.cbulancers.com
"Pennsylvania Western University, California",California (PA),Pennsylvania State Athletic Conference,PSAC,NCAA Women,II,ATLANTIC REGION,www.calvulcans.com
Caldwell University,Caldwell,Central Atlantic Collegiate Conference,CACC,NCAA Women,II,EAST REGION,www.caldwellathletics.com
"California State University, Stanislaus",Stanislaus St.,California Collegiate Athletic Association,CCAA,NCAA Women,II,WEST REGION,www.warriorathletics.com
"California State University, Los Angeles",Cal State LA,California Collegiate Athletic Association,CCAA,NCAA Women,II,WEST REGION,www.lagoldeneagles.com
"California State Polytechnic University, Humboldt",Cal Poly Humboldt,California Collegiate Athletic Association,CCAA,NCAA Women,II,WEST REGION,humboldtathletics.com
"California State University, San Marcos",Cal St. San Marcos,California Collegiate Athletic Association,CCAA,NCAA Women,II,WEST REGION,csusmcougars.com
Capital University,Capital,Ohio Athletic Conference,OAC,NCAA Women,III,REGION VII,www.capital.edu/athletics
State University of New York at Canton,SUNY Canton,State University of New York Athletic Conference,SUNYAC,NCAA Women,III,REGION III,www.rooathletics.com
Canisius University,Canisius,Metro Atlantic Athletic Conference,MAAC,NCAA Women,I,EAST REGION,www.gogriffs.com
Campbell University,Campbell,Coastal Athletic Association,CAA,NCAA Women,I,EAST REGION,www.gocamels.com
Cameron University,Cameron,Lone Star Conference,Lone Star,NCAA Women,II,SOUTH CENTRAL REGION,cameronaggies.com
Calvin University,Calvin,Michigan Intercol. Ath. Assn.,Michigan Intercol. Ath. Assn.,NCAA Women,III,REGION VII,calvinknights.com
California Institute of Technology,Caltech,Southern California Intercollegiate Athletic Conf.,SCIAC,NCAA Women,III,REGION X,www.gocaltech.com
"California State Polytechnic University, Pomona",Cal Poly Pomona,California Collegiate Athletic Association,CCAA,NCAA Women,II,WEST REGION,www.broncoathletics.com
"University of California, Santa Cruz",UC Santa Cruz,Coast-To-Coast Athletic Conference,C2C,NCAA Women,III,REGION X,www.goslugs.com/
"University of California, San Diego",UC San Diego,Big West Conference,Big West,NCAA Women,I,,www.ucsdtritons.com
"University of California, Riverside",UC Riverside,Big West Conference,Big West,NCAA Women,I,WEST REGION,www.gohighlanders.com/
"University of California, Los Angeles",UCLA,Big Ten Conference,Big Ten,NCAA Women,I,WEST REGION,www.uclabruins.com
"University of California, Irvine",UC Irvine,Big West Conference,Big West,NCAA Women,I,WEST REGION,https://ucirvinesports.com/
"University of California, Davis",UC Davis,Big West Conference,Big West,NCAA Women,I,WEST REGION,www.ucdavisaggies.com
"University of California, Berkeley",California,Atlantic Coast Conference,ACC,NCAA Women,I,WEST REGION,www.calbears.com
"University of California, Merced",UC Merced,California Collegiate Athletic Association,CCAA,NCAA Women,II,WEST REGION,www.ucmercedbobcats.com
"University of California, Santa Barbara",UC Santa Barbara,Big West Conference,Big West,NCAA Women,I,WEST REGION,ucsbgauchos.com
Ferrum College,Ferrum,Old Dominion Athletic Conf.,ODAC,NCAA Women,III,REGION VI,www.ferrumpanthers.com
Cairn University,Cairn,United East Conference,United East,NCAA Women,III,REGION IV,www.cairnhighlanders.com
"University at Buffalo, the State University of New York",Buffalo,Mid-American Conference,MAC,NCAA Women,I,MIDWEST REGION,www.ubbulls.com
Boise State University,Boise St.,Mountain West Conference,Mountain West,NCAA Women,I,WEST REGION,www.broncosports.com
Bluffton University,Bluffton,Heartland Collegiate Athletic Conference,HCAC,NCAA Women,III,REGION VIII,www.blufftonbeavers.com
Bluefield State University,Bluefield St.,Central Intercollegiate Athletic Association,CIAA,NCAA Women,II,ATLANTIC REGION,gobstate.com
Bloomsburg University of Pennsylvania,Bloomsburg,Pennsylvania State Athletic Conference,PSAC,NCAA Women,II,ATLANTIC REGION,www.buhuskies.com
Bloomfield College,Bloomfield,Central Atlantic Collegiate Conference,CACC,NCAA Women,II,EAST REGION,www.bcbearsathletics.com
Blackburn College,Blackburn,St. Louis Intercollegiate Athletic Conference,SLIAC,NCAA Women,III,REGION VIII,blackburnbeavers.com
Black Hills State University,Black Hills St.,Rocky Mountain Athletic Conference,RMAC,NCAA Women,II,SOUTH CENTRAL REGION,bhsuathletics.com/
Biola University,Biola,Pacific West Conference,PacWest,NCAA Women,II,WEST REGION,athletics.biola.edu
Binghamton University,Binghamton,America East Conference,America East,NCAA Women,I,EAST REGION,www.bubearcats.com
Bethune-Cookman University,Bethune-Cookman,Southwestern Athletic Conf.,SWAC,NCAA Women,I,SOUTH REGION,www.bcuathletics.com
Bethel University (Minnesota),Bethel (MN),Minnesota Intercollegiate Athletic Conference,MIAC,NCAA Women,III,REGION IX,athletics.bethel.edu/
Bethany Lutheran College,Bethany Lutheran,Upper Midwest Athletic Conference,UMAC,NCAA Women,III,REGION IX,www.blcvikings.com
Bethany College (West Virginia),Bethany (WV),Presidents' Athletic Conference,PAC,NCAA Women,III,REGION VII,bethanybison.com
Berry College,Berry,Southern Athletic Association,SAA,NCAA Women,III,REGION VI,www.berryvikings.com
Berea College,Berea,Heartland Collegiate Athletic Conference,HCAC,NCAA Women,III,REGION VIII,www.bereaathletics.com
Boston College,Boston College,Atlantic Coast Conference,ACC,NCAA Women,I,EAST REGION,www.bceagles.com
Bowdoin College,Bowdoin,New England Small College Athletic Conference,NESCAC,NCAA Women,III,REGION I,www.bowdoin.edu/athletics/
Bowie State University,Bowie St.,Central Intercollegiate Athletic Association,CIAA,NCAA Women,II,ATLANTIC REGION,www.bsubulldogs.com
Bowling Green State University,Bowling Green,Mid-American Conference,MAC,NCAA Women,I,MIDWEST REGION,www.bgsufalcons.com
"Buffalo State, State University of New York",Buffalo St.,State University of New York Athletic Conference,SUNYAC,NCAA Women,III,REGION III,www.buffalostateathletics.com
Buena Vista University,Buena Vista,American Rivers Conference,American Rivers,NCAA Women,III,REGION IX,www.bvuathletics.com
Bucknell University,Bucknell,Patriot League,Patriot,NCAA Women,I,EAST REGION,bucknellbison.com
